   age      spacing  sibs    time   status
  24.2       614      4       396      0
  19.6       794      1       223      0
  21.1      1109      2       315      0
  24.6       636      4       504      0
  20.0       570      3       666      0
  20.1       437      1       329      0
  24.5      1199      3       588      0
  25.6       446      4       713      0
  24.1       515      2       624      0
  19.2       689      3        86      0
  20.4       363      1       835      0
  19.7      1196      1       469      0
  21.1       627      4       558      0
  21.5      1030      4        76      0
  22.0      1430      2       330      0
  23.5       498      3       721      0
  21.7       351      3       311      0
  22.1       788      4        45      0
  23.6       682      3       360      0
  23.0       612      3       839      0
  18.3       516      2        90      0
